sensor_id,timestamp,value,unit
0,2025-06-04T16:04:33.477602,82.31585068328442,%
1,2025-06-04T16:04:33.477602,22.430836966472576,°C
2,2025-06-04T16:04:33.487765,1012.1313734124161,hPa
3,2025-06-04T16:04:33.497764,206.93872493838035,AQI
0,2025-06-04T16:04:33.757660,82.31585068328442,%
1,2025-06-04T16:04:33.757660,22.430836966472576,°C
2,2025-06-04T16:04:33.768100,1012.1313734124161,hPa
3,2025-06-04T16:04:33.778095,206.93872493838035,AQI
0,2025-06-04T16:04:34.038330,60.72890000247487,%
1,2025-06-04T16:04:34.038330,-17.251355127659632,°C
2,2025-06-04T16:04:34.048329,994.0739974318282,hPa
3,2025-06-04T16:04:34.057733,274.7189171679711,AQI
0,2025-06-04T16:04:34.318480,60.72890000247487,%
1,2025-06-04T16:04:34.318480,-17.251355127659632,°C
2,2025-06-04T16:04:34.328910,994.0739974318282,hPa
3,2025-06-04T16:04:34.338904,274.7189171679711,AQI
0,2025-06-04T16:04:34.598991,60.72890000247487,%
1,2025-06-04T16:04:34.598991,-17.251355127659632,°C
2,2025-06-04T16:04:34.608397,994.0739974318282,hPa
3,2025-06-04T16:04:34.618398,274.7189171679711,AQI
0,2025-06-04T16:04:34.878190,60.72890000247487,%
1,2025-06-04T16:04:34.878190,-17.251355127659632,°C
2,2025-06-04T16:04:34.889187,994.0739974318282,hPa
3,2025-06-04T16:04:34.898179,274.7189171679711,AQI
0,2025-06-04T16:04:35.158444,60.23511488835731,%
1,2025-06-04T16:04:35.158444,40.88097819951572,°C
2,2025-06-04T16:04:35.168827,957.7938334279049,hPa
3,2025-06-04T16:04:35.177822,383.6636642628696,AQI
0,2025-06-04T16:04:35.438551,60.23511488835731,%
1,2025-06-04T16:04:35.438551,40.88097819951572,°C
2,2025-06-04T16:04:35.448138,957.7938334279049,hPa
3,2025-06-04T16:04:35.457135,383.6636642628696,AQI
0,2025-06-04T16:04:35.718223,60.23511488835731,%
1,2025-06-04T16:04:35.718223,40.88097819951572,°C
2,2025-06-04T16:04:35.728567,957.7938334279049,hPa
3,2025-06-04T16:04:35.738562,383.6636642628696,AQI
0,2025-06-04T16:04:35.999395,60.23511488835731,%
1,2025-06-04T16:04:35.999855,40.88097819951572,°C
2,2025-06-04T16:04:36.008852,957.7938334279049,hPa
3,2025-06-04T16:04:36.018855,383.6636642628696,AQI
0,2025-06-04T16:04:36.278853,64.69335154729603,%
1,2025-06-04T16:04:36.278853,-10.132030584960509,°C
2,2025-06-04T16:04:36.288992,1031.0553273076107,hPa
3,2025-06-04T16:04:36.297986,273.0646653957803,AQI
0,2025-06-04T16:04:36.558035,64.69335154729603,%
1,2025-06-04T16:04:36.558035,-10.132030584960509,°C
2,2025-06-04T16:04:36.568037,1031.0553273076107,hPa
3,2025-06-04T16:04:36.577032,273.0646653957803,AQI
0,2025-06-04T16:04:36.837485,64.69335154729603,%
1,2025-06-04T16:04:36.837485,-10.132030584960509,°C
2,2025-06-04T16:04:36.848576,1031.0553273076107,hPa
3,2025-06-04T16:04:36.859570,273.0646653957803,AQI
0,2025-06-04T16:04:37.120526,64.69335154729603,%
1,2025-06-04T16:04:37.120955,-10.132030584960509,°C
2,2025-06-04T16:04:37.129949,1031.0553273076107,hPa
3,2025-06-04T16:04:37.139945,273.0646653957803,AQI
0,2025-06-04T16:04:37.400239,81.74407579107222,%
1,2025-06-04T16:04:37.400239,-4.854623373598367,°C
2,2025-06-04T16:04:37.409638,1002.608161061924,hPa
3,2025-06-04T16:04:37.419632,176.09782958191605,AQI
0,2025-06-04T16:04:37.679308,81.74407579107222,%
1,2025-06-04T16:04:37.679308,-4.854623373598367,°C
2,2025-06-04T16:04:37.689304,1002.608161061924,hPa
3,2025-06-04T16:04:37.699299,176.09782958191605,AQI
0,2025-06-04T16:04:37.959849,81.74407579107222,%
1,2025-06-04T16:04:37.960305,-4.854623373598367,°C
2,2025-06-04T16:04:37.970301,1002.608161061924,hPa
3,2025-06-04T16:04:37.979296,176.09782958191605,AQI
0,2025-06-04T16:04:38.239465,81.74407579107222,%
1,2025-06-04T16:04:38.239465,-4.854623373598367,°C
2,2025-06-04T16:04:38.249845,1002.608161061924,hPa
3,2025-06-04T16:04:38.258839,176.09782958191605,AQI
0,2025-06-04T16:04:38.519704,65.18988821134933,%
1,2025-06-04T16:04:38.519704,36.186921714667726,°C
2,2025-06-04T16:04:38.530121,1023.8915849511964,hPa
3,2025-06-04T16:04:38.540115,405.58971977776946,AQI
0,2025-06-04T16:04:38.799741,65.18988821134933,%
1,2025-06-04T16:04:38.799741,36.186921714667726,°C
2,2025-06-04T16:04:38.809994,1023.8915849511964,hPa
3,2025-06-04T16:04:38.820290,405.58971977776946,AQI
0,2025-06-04T16:04:39.080396,65.18988821134933,%
1,2025-06-04T16:04:39.080797,36.186921714667726,°C
2,2025-06-04T16:04:39.089794,1023.8915849511964,hPa
3,2025-06-04T16:04:39.099788,405.58971977776946,AQI
0,2025-06-04T16:04:39.359650,65.18988821134933,%
1,2025-06-04T16:04:39.360064,36.186921714667726,°C
2,2025-06-04T16:04:39.369429,1023.8915849511964,hPa
3,2025-06-04T16:04:39.378425,405.58971977776946,AQI
0,2025-06-04T16:04:39.639157,80.96945626892898,%
1,2025-06-04T16:04:39.639157,11.573924318402693,°C
2,2025-06-04T16:04:39.648466,979.1650434975372,hPa
3,2025-06-04T16:04:39.658459,430.58257462771843,AQI
0,2025-06-04T16:04:39.918978,80.96945626892898,%
1,2025-06-04T16:04:39.918978,11.573924318402693,°C
2,2025-06-04T16:04:39.928977,979.1650434975372,hPa
3,2025-06-04T16:04:39.938971,430.58257462771843,AQI
0,2025-06-04T16:04:40.198703,80.96945626892898,%
1,2025-06-04T16:04:40.198703,11.573924318402693,°C
2,2025-06-04T16:04:40.208831,979.1650434975372,hPa
3,2025-06-04T16:04:40.217828,430.58257462771843,AQI
0,2025-06-04T16:04:40.478188,80.96945626892898,%
1,2025-06-04T16:04:40.478691,11.573924318402693,°C
2,2025-06-04T16:04:40.488688,979.1650434975372,hPa
3,2025-06-04T16:04:40.497692,430.58257462771843,AQI
0,2025-06-04T16:04:40.758095,77.46063338819539,%
1,2025-06-04T16:04:40.758495,33.427169799969505,°C
2,2025-06-04T16:04:40.767492,969.5807984633088,hPa
3,2025-06-04T16:04:40.777486,469.04417395451964,AQI
0,2025-06-04T16:04:41.037517,77.46063338819539,%
1,2025-06-04T16:04:41.037517,33.427169799969505,°C
2,2025-06-04T16:04:41.046514,969.5807984633088,hPa
3,2025-06-04T16:04:41.056508,469.04417395451964,AQI
0,2025-06-04T16:04:41.316574,77.46063338819539,%
1,2025-06-04T16:04:41.316574,33.427169799969505,°C
2,2025-06-04T16:04:41.326572,969.5807984633088,hPa
3,2025-06-04T16:04:41.335566,469.04417395451964,AQI
0,2025-06-04T16:04:41.596390,77.46063338819539,%
